# Program:featureCounts v2.0.7; Command:"featureCounts" "-a" "gtf_test.gtf" "-o" "SRR23584814_small_counts.txt" "SRR23584814_small_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR23584814_small_Aligned.sortedByCoord.out.bam
ENSG00000204138.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28696114;28696250;28696255;28733921;28733921;28733921;28764682;28784343;28785596;28785596;28785596;28785596;28786723;28786723;28786723;28786723;28792196;28792196;28792196;28792196;28792893;28792893;28792893;28792893;28800066;28800066;28800066;28802619;28802619;28802619;28806963;28806963;28806963;28815682;28815682;28815682;28816286;28817463;28817463;28817463;28818162;28818162;28818162;28819527;28819527;28819527;28820742;28823046;28823046;28823046	28696336;28696336;28696336;28733974;28733974;28733974;28764941;28784370;28785769;28785769;28785769;28785769;28786803;28786803;28786803;28786803;28792360;28792360;28792360;28792360;28793279;28793279;28793752;28793279;28800663;28800663;28800663;28802803;28802803;28802803;28807116;28807116;28807116;28815737;28815737;28815737;28816406;28817524;28817524;28817524;28818299;28818299;28818299;28819603;28819603;28819603;28820834;28826820;28823668;28826881	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7165	0
ENSG00000206779.1	chr1	28749066	28749166	-	101	0
ENSG00000229820.2	chr1	28780052	28780445	+	394	0
ENSG00000221216.1	chr1	28807874	28807992	+	119	0
ENSG00000180198.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28832455;28832502;28832568;28832569;28834640;28834640;28834640;28834640;28835342;28835342;28835342;28835342;28836589;28843237;28843237;28843237;28844648;28844769;28844778;28845138;28845207;28856370;28856370;28856370;28856370;28856370;28856370;28856370;28856370;28856370;28856370;28857035;28857035;28857035;28858315;28858315;28858315;28858315;28858315;28858315;28858315;28858315;28858315;28858315;28858447;28858683;28858683;28858683;28858683;28858683;28858683;28858683;28858683;28858683;28858683;28859186;28861562;28861562;28861562;28861562;28861562;28861562;28861562;28861562;28861562;28861562;28861770;28861770;28861770;28861770;28861770;28861770;28861770;28861770;28861770;28861770;28862122;28862383;28862383;28862383;28862383;28862383;28862383;28862383;28862383;28862383;28862383;28862605;28862774;28862774;28862774;28862774;28862774;28862774;28863259;28863259;28863259;28863259;28863259;28863259;28864344;28864344;28864344;28864344;28864344	28832596;28832596;28832596;28832596;28834672;28834672;28834672;28834672;28835413;28835417;28835417;28835417;28836616;28843379;28843379;28843365;28844820;28844820;28844820;28845469;28845469;28856451;28856451;28856451;28856451;28856451;28856451;28856451;28856451;28856451;28856451;28857085;28857085;28857127;28858330;28858502;28858502;28858502;28858502;28858502;28858502;28858502;28858502;28858502;28858502;28858862;28858862;28858862;28858862;28858862;28858862;28858862;28858862;28858862;28858862;28859269;28861658;28861658;28861658;28861658;28861658;28861658;28861658;28861658;28861658;28861658;28861892;28861892;28861892;28861892;28861892;28861892;28861892;28861892;28861892;28861892;28862168;28862538;28862417;28862538;28862538;28862538;28862538;28862538;28862431;28862411;28862538;28862893;28862805;28862893;28862893;28862893;28862893;28862893;28863411;28863387;28863411;28863411;28863411;28863411;28864410;28864676;28865495;28865812;28865708	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3888	0
ENSG00000242125.2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28832492;28832555;28832863;28833878;28834640;28834640;28835342;28835342	28832596;28832596;28834672;28834083;28834782;28834672;28836145;28837404	+;+;+;+;+;+;+;+	4088	0
ENSG00000200087.1	chr1	28835071	28835274	+	204	0
ENSG00000238821.1	chr1	28843988	28844087	+	100	0
ENSG00000231468.2	chr1;chr1	28852830;28853424	28853124;28853739	-;-	611	0
ENSG00000180098.5	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28879597;28879599;28879609;28879611;28879618;28879619;28879745;28879759;28880152;28880152;28880152;28880152;28880152;28880152;28880152;28880184;28887145;28887145;28887145;28887145;28887145;28887145;28887145;28887145;28887145;28887380;28887625;28887625;28887858;28887858;28887858;28887858;28887858;28891215;28891215;28891215;28891215;28891215;28891215;28891215;28893806;28893806;28893806;28893806;28893806;28897688;28897688;28897688;28897688;28898379;28898379;28898379;28898379;28901101;28904012;28904012;28904012;28904012	28879649;28880249;28879649;28879649;28879649;28879649;28879819;28879819;28880249;28880249;28880249;28880249;28880560;28880249;28880249;28880249;28887244;28887910;28887244;28887544;28887244;28887910;28887244;28887244;28887244;28887759;28887772;28887772;28887910;28887910;28887910;28887910;28887910;28892014;28891346;28891346;28891346;28891346;28892302;28891346;28893844;28893925;28893925;28893925;28893925;28897850;28897850;28897850;28897850;28898412;28898412;28898412;28898412;28901230;28904287;28904276;28904256;28905051	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4305	0
ENSG00000197989.9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28905050;28905050;28905050;28905050;28905050;28905051;28905052;28905053;28905053;28905058;28906045;28906045;28906045;28906045;28906045;28906045;28906045;28906045;28906045;28906045;28906276;28906424;28906424;28906424;28906424;28906424;28906454;28906454;28906847;28906871;28906893;28906937;28907072;28907072;28907072;28907072;28907072;28907072;28907072;28907432;28907606;28907606;28907606;28907623;28907623;28907623;28907623;28907623;28908102;28908102;28908102;28908102;28908102;28908102;28908102;28908102;28908602	28905192;28905192;28905192;28905192;28905192;28905192;28905192;28905192;28905192;28905192;28906099;28906099;28906099;28906493;28906099;28906493;28906099;28906099;28907158;28906099;28906405;28906493;28906493;28907741;28906493;28906493;28906493;28906493;28907158;28907158;28907024;28907158;28907158;28907158;28908383;28907158;28907158;28907158;28907522;28907566;28907741;28907741;28907741;28907741;28907741;28907741;28907741;28907741;28908365;28908369;28908330;28908365;28908175;28908384;28908354;28908346;28909495	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3377	0
ENSG00000221539.1	chr1	28905261	28905334	-	74	0
ENSG00000120656.7	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28915835;28916789;28929362;28929613;28931884;28931884;28931884;28939759;28939759;28939759;28939759;28944465;28944465;28944465;28944465;28948426;28948426;28948426;28950458;28969167;28969504;28969504	28916286;28916898;28930086;28930086;28931972;28931972;28931972;28939873;28939873;28939873;28939873;28944542;28944542;28944542;28944542;28948677;28948677;28948677;28950542;28969517;28969597;28969578	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2337	0
ENSG00000188060.6	chr1;chr1;chr1;chr1	28918712;28919027;28920206;28920206	28918911;28919256;28921955;28920812	+;+;+;+	2180	0
ENSG00000229388.1	chr1;chr1;chr1;chr1	28969740;28972603;28974705;28974709	28970029;28972901;28975093;28975042	+;+;+;+	978	0
ENSG00000270103.2	chr1;chr1	28975112;28975112	28975242;28975245	+;+	134	0
ENSG00000162419.8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	28995244;28995290;28995292;29010076;29010095;29010095;29010098;29016586;29016586;29016616;29016616;29018097;29018097;29018097;29018097;29019454;29019454;29019454;29019454;29023439;29023439;29023439;29023439;29028950;29028950;29028950;29028950;29030704;29030704;29030704;29030704;29037032;29037032;29037032;29037032;29040585;29040585;29040585;29040585	28995351;28995351;28995351;29010252;29010252;29010252;29010252;29016698;29016698;29016698;29016698;29018221;29018221;29018221;29018221;29019557;29019557;29019557;29019557;29023596;29023596;29023596;29023596;29029081;29029081;29029081;29029081;29030841;29030841;29030841;29030841;29037154;29037154;29037154;29037154;29041577;29041385;29041398;29045865	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6459	0
ENSG00000252777.1	chr1	29016177	29016306	+	130	0
ENSG00000198492.10	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	29063133;29063133;29063271;29063452;29063462;29063477;29063559;29063559;29064170;29064170;29064170;29064170;29064262;29064262;29064771;29064771;29064771;29064771;29064771;29064771;29064771;29064771;29065603;29066815;29068915;29068915;29068915;29068915;29068915;29068915;29068915;29068915;29068915;29095441;29095441;29095441;29095441	29063321;29063321;29063659;29063659;29064194;29063659;29063659;29063659;29064194;29064194;29064194;29064194;29064341;29064309;29064850;29064841;29064850;29064850;29064850;29064850;29064850;29064850;29065712;29066910;29069411;29069395;29069514;29069144;29070498;29070498;29070498;29070498;29069383;29096287;29095637;29096286;29096286	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3859	0
ENSG00000116329.6	chr1;chr1;chr1	29138654;29185466;29189254	29139122;29185815;29190208	+;+;+	1774	0
ENSG00000226852.2	chr1;chr1	29194087;29197019	29195072;29197779	+;+	1747	0
ENSG00000233427.1	chr1;chr1;chr1	29196995;29198752;29203533	29197514;29199000;29203848	-;-;-	1085	0
ENSG00000199756.1	chr1	29208238	29208347	-	110	0
ENSG00000159023.14	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	29213603;29213603;29213603;29213633;29213636;29213636;29213684;29220253;29241091;29313943;29313943;29313943;29313943;29313943;29313943;29313943;29313960;29313960;29315868;29315868;29319842;29319842;29319842;29319842;29319842;29319842;29319842;29319842;29319842;29323727;29323727;29323727;29323727;29323727;29323727;29323727;29338377;29338377;29338377;29338377;29338377;29338377;29338377;29338377;29342204;29342204;29342204;29342204;29342204;29342204;29342204;29342204;29344736;29344736;29344736;29344736;29344736;29344736;29344736;29344736;29356912;29356912;29356912;29356912;29356912;29356912;29356912;29356912;29359605;29359605;29359605;29359605;29359605;29359605;29359605;29359605;29362338;29362338;29362338;29362338;29362338;29362338;29362338;29362338;29365766;29365766;29365766;29365766;29365766;29365766;29365766;29365766;29379616;29379616;29379616;29379616;29379616;29379616;29379616;29379616;29385101;29385101;29385101;29385101;29385116;29385323;29385323;29386934;29386934;29386934;29386934;29386934;29386934;29391469;29391494;29391494;29391494;29391494;29391494;29391494;29391494;29391494;29391494;29422744;29424099;29424319;29424319;29424319;29424319;29424319;29424319;29424319;29424319;29435848;29435848;29435848;29435848;29435848;29435848;29435848;29435848;29435848;29438880;29438880;29438880;29438880;29438880;29438880;29438880;29438880;29442211;29442211;29442211;29442211;29442211;29442211;29442211;29442211;29443331;29443331;29443331;29443331;29443331;29443331;29443331;29443331	29213722;29213722;29213722;29213722;29213722;29213722;29213722;29220349;29241280;29314417;29314417;29314417;29314417;29314417;29314417;29314417;29314417;29314417;29315947;29315947;29320054;29320054;29320054;29320054;29319968;29320054;29320054;29320054;29320054;29323831;29323831;29323831;29323831;29323831;29323831;29323831;29338419;29338419;29338419;29338419;29338419;29338419;29338419;29338419;29342279;29342279;29342279;29342279;29342279;29342279;29342279;29342279;29344954;29344954;29344954;29344954;29344954;29344954;29344954;29344954;29356999;29356999;29356999;29356999;29356999;29356999;29356999;29356999;29359757;29359757;29359757;29359757;29359757;29359757;29359757;29359757;29362435;29362435;29362435;29362435;29362435;29362435;29362435;29362435;29365938;29365938;29365938;29365938;29365938;29365938;29365938;29365938;29379824;29379824;29379824;29379824;29379824;29379824;29379824;29379824;29385157;29385157;29385157;29385157;29385157;29385364;29385364;29386996;29386996;29386996;29386996;29386996;29386996;29391670;29391670;29391733;29391670;29391670;29391670;29391670;29391670;29391670;29391670;29424447;29424447;29424447;29424361;29424447;29424447;29424447;29424447;29424447;29424447;29435949;29436250;29435870;29435949;29435949;29435949;29435949;29435949;29435949;29438960;29438960;29438960;29438960;29438960;29438960;29438960;29438960;29442315;29442315;29442315;29442315;29442315;29442315;29442315;29442315;29446550;29446553;29443626;29443626;29443626;29446532;29446532;29446532	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8282	0
ENSG00000225616.2	chr1	29308790	29309120	-	331	0
ENSG00000206704.1	chr1	29312222	29312322	+	101	0
ENSG00000253304.1	chr1;chr1;chr1;chr1	29445940;29445946;29448876;29450368	29448360;29448360;29449013;29450447	-;-;-;-	2639	0
ENSG00000225750.1	chr1;chr1;chr1	29471006;29472867;29473420	29471061;29473002;29473506	-;-;-	279	0
ENSG00000116350.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	29474255;29474657;29475183;29476615;29481208;29481208;29481209;29481248;29481384;29485886;29485886;29485886;29485886;29485886;29485886;29485896;29486376;29486376;29486887;29486887;29486887;29486887;29486887;29486887;29486894;29492402;29492402;29493241;29493241;29495015;29495015;29508158;29508158;29508158;29508158	29475738;29475738;29475738;29476704;29481422;29481422;29481422;29481422;29481422;29485998;29486052;29485998;29485998;29485998;29485998;29485998;29486603;29486570;29487029;29486981;29487075;29487029;29487029;29487029;29487029;29492576;29492576;29493424;29493424;29495151;29495150;29508394;29508402;29508410;29508499	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3211	0
ENSG00000227637.1	chr1;chr1	29479001;29479383	29479199;29479503	+;+	320	0
ENSG00000116353.11	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	29519385;29520323;29520329;29520329;29520386;29520544;29522453;29522453;29522453;29522453;29522453;29522453;29522456;29522459;29522654;29522710;29522710;29522710;29522710;29522710;29522710;29522710;29526836;29527028;29527028;29527028;29527028;29527028;29527028;29527028;29527028;29527028;29527886;29528455;29528455;29528455;29528455;29528455;29528455;29528455;29528455;29528455;29528529;29529643;29529643;29529643;29529643;29529643;29529643;29529643;29529654;29529728;29533274;29533274;29533274;29533274;29533274;29533274;29533274;29533274;29533274;29533274;29533286;29542517;29542517;29542517;29542517;29542517;29542517;29542517;29542517;29542517;29542517;29542549;29542605;29543100;29543100;29543100;29543100;29543100;29543100;29543100;29543100;29543100;29543100;29543100;29543113;29547229;29547346;29547350;29547350;29547350;29547350;29547350;29547395;29547587;29549652;29549652;29549652;29549652;29555393;29556867;29557243;29557243;29557243;29557243;29557243;29557243;29557243;29557243;29557243;29557243	29520691;29520691;29520691;29520691;29520691;29520691;29522770;29522525;29522525;29522525;29522525;29522554;29522525;29522525;29522770;29522770;29522770;29522770;29522770;29522770;29522770;29522770;29527101;29527101;29527101;29527101;29527101;29527101;29527101;29527101;29527101;29527101;29528030;29528557;29528557;29528557;29528557;29528557;29528557;29528557;29528557;29528557;29528557;29529682;29529745;29529745;29529745;29529745;29529713;29529745;29529745;29529745;29533417;29533417;29533417;29533417;29533417;29533340;29533417;29533417;29533417;29533417;29533417;29542648;29542648;29542648;29542648;29542648;29542648;29542648;29542541;29542648;29542648;29542648;29542648;29543197;29543324;29543197;29543324;29543197;29543324;29543197;29543197;29543125;29543197;29543324;29543324;29547433;29547433;29547433;29547433;29547433;29547433;29547424;29547433;29547712;29549772;29550061;29549772;29549772;29555566;29556918;29557454;29557454;29557403;29557427;29557409;29557418;29557413;29557406;29557444;29557436	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3922	0
ENSG00000237934.1	chr1;chr1;chr1	29550445;29550977;29551235	29550776;29551123;29551328	+;+;+	573	0
ENSG00000060656.15	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	29563028;29563028;29563047;29563047;29563061;29563151;29581787;29581787;29581787;29581787;29581787;29581787;29585017;29585017;29585017;29585017;29585017;29585017;29585773;29585773;29585773;29585773;29585773;29585773;29585961;29585961;29585961;29585961;29585961;29585961;29586382;29586382;29586382;29586382;29586382;29586382;29586693;29587122;29587122;29587122;29587122;29587122;29587122;29587122;29601960;29601960;29601960;29601960;29601960;29601960;29601960;29605524;29605524;29605524;29605524;29605524;29605524;29605968;29605968;29605968;29605968;29605968;29605968;29606063;29606551;29606551;29606551;29606551;29606551;29606551;29606551;29609188;29609188;29609188;29609188;29609188;29609188;29609188;29610235;29610452;29610452;29610452;29610452;29610452;29610452;29610452;29611243;29611243;29611243;29611243;29611243;29611243;29611243;29611243;29616195;29616195;29618381;29618381;29618381;29618381;29618381;29618381;29618381;29618381;29630367;29630367;29630367;29630367;29630367;29630367;29630367;29630367;29631286;29631286;29631286;29631286;29631286;29631286;29631286;29631864;29631864;29631864;29631864;29631864;29631864;29631864;29632088;29633641;29633641;29637256;29637256;29637256;29637256;29637256;29637256;29637256;29637858;29637968;29637968;29637968;29637968;29637968;29637968;29637968;29638155;29638155;29638155;29638155;29638155;29638155;29638155;29638155;29639064;29639064;29639064;29639064;29639064;29639064;29639064;29639064;29641884;29641884;29641884;29641884;29641884;29641884;29642514;29642514;29642514;29642514;29642514;29642514;29644260;29644260;29644260;29644260;29644260;29644260;29644272;29646722;29647197;29647197;29647197;29647197;29647197;29647197;29647197;29649730;29649883;29649883;29649883;29649883;29649883;29649883;29649883;29649883;29650143;29650143;29650143;29650143;29650143;29650143;29650143;29650143;29650149;29651703;29651703;29651703;29651703;29651703;29651703;29651703;29651703;29651703;29652111;29652111;29652111;29652111;29652111;29652111;29652111;29652111	29563229;29563229;29563229;29563229;29563229;29563229;29581918;29581918;29581918;29581918;29581918;29581918;29585288;29585288;29585288;29585288;29585288;29585288;29585854;29585854;29585854;29585854;29585854;29585854;29586076;29586076;29586076;29586076;29586076;29586076;29586556;29586556;29586556;29586556;29586556;29586556;29586779;29587415;29587415;29587415;29587415;29587415;29587415;29587415;29602197;29602268;29602268;29602268;29602268;29602268;29602268;29605633;29605633;29605633;29605633;29605633;29605633;29606169;29606169;29606169;29606169;29606169;29606169;29606169;29606653;29606653;29606653;29606653;29606653;29606653;29606653;29609461;29609461;29609461;29609461;29609461;29609461;29609461;29610488;29610488;29610488;29610488;29610488;29610488;29610488;29610488;29611381;29611381;29611381;29611381;29611381;29611381;29611381;29611381;29616224;29616224;29618538;29618538;29618538;29618538;29618538;29618538;29618538;29618538;29630552;29630557;29630557;29630557;29630557;29630557;29630557;29630557;29631361;29631361;29631361;29631361;29631361;29631361;29631361;29631940;29631940;29631940;29631940;29631940;29631940;29631940;29632105;29633658;29633658;29637292;29637292;29637292;29637292;29637292;29637292;29637292;29638056;29638056;29638065;29638056;29638065;29638065;29638065;29638065;29638271;29638271;29638271;29638271;29638271;29638271;29638271;29638271;29639171;29639218;29639218;29639218;29639218;29639218;29639218;29639218;29642019;29642019;29642019;29642019;29642019;29642019;29642663;29642663;29642663;29642663;29642663;29642663;29644433;29644433;29644433;29644433;29644433;29644433;29644433;29647337;29647337;29647337;29647337;29647337;29647337;29647337;29647337;29650008;29650008;29650008;29650008;29650008;29650008;29650008;29650008;29650008;29650300;29650300;29650300;29650300;29650300;29650300;29650300;29650300;29650300;29651838;29651810;29651838;29651838;29651838;29651838;29651838;29651838;29651838;29652162;29652724;29653181;29653325;29653313;29653313;29653312;29652173	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6700	0
